Model,Category,Task_ID,Test_Case,Original_Status,Error_Category,Reasoning
google_gemini-2.5-flash,perception_control,task_001_color_blob_tracking,OVERALL_HIDDEN_ERROR_CHECK,FAILED,P1,"The generated code correctly migrates the ROS 1 process_image node to ROS 2 with proper rclcpp APIs, service client, subscription, and three-region decision logic."
google_gemini-2.5-flash,perception_control,task_002_camera_depth_reach_target,OVERALL_CODE_CHECK,SUCCESS,P1,"The code correctly migrates the MoveIt pick-and-place tutorial to ROS 2 with proper rclcpp initialization, MoveIt2 interfaces, collision objects, and pick/place pipelines, passing all oracle checks."
google_gemini-2.5-flash,perception_control,task_003_multi_node_perception_control,test_ds4_enum_mapping_present_and_used,FAILED,C3,"The code uses CROSS button for enable/disable toggle instead of L1, and does not reference DS4_BUTTONS::L1 as required by the reference behavior."
google_gemini-2.5-flash,perception_control,task_003_multi_node_perception_control,test_l1_toggle_semantics_fidelity,FAILED,C3,"The generated code implements L1 toggle via a single press (value==1) flipping m_enabled, instead of the reference press/release semantics (value==1 enables, value==0 disables), and also uses CROSS instead of L1."
google_gemini-2.5-flash,perception_control,task_003_multi_node_perception_control,test_axis_scaling_and_publish_gating_fidelity,FAILED,C3,"The generated code stores scaled values into member variables (m_linear_velocity/m_angular_velocity) rather than directly assigning to twist.linear.x/angular.z with the reference scaling expression, and also omits the enabled-AND-nonzero publish gating required by the reference behavior."
google_gemini-2.5-flash,perception_control,task_003_multi_node_perception_control,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The generated code uses CROSS button instead of L1 for enable/disable toggle, lacks the value==0 release check, doesn't gate cmd_vel publishing on (linear.x != 0 || angular.z != 0), and uses DS4_BUTTONS::CROSS comparison rather than DS4_BUTTONS::L1 — all hard behavioral deviations from the reference that the oracle missed."
google_gemini-2.5-flash,perception_control,task_004_mobile_lidar_obstacle_avoidance,test_partitions_ranges_by_slicing,FAILED,C3,"The generated code iterates ranges by angle mapping instead of slicing the ranges array into contiguous chunks (ranges[a:b]), which fails the oracle's fidelity requirement for the ROS1 partitioning strategy."
google_gemini-2.5-flash,perception_control,task_004_mobile_lidar_obstacle_avoidance,test_decision_uses_signed_cost_table_and_abs_cost,FAILED,E1,"The Regions_Distances dict contains both positive and negative values but starts with positive values (0,1,2,3,4,5,6) before negatives (-5,-4,...), so the regex requiring negative-then-positive order fails despite functional correctness."
google_gemini-2.5-flash,perception_control,task_004_mobile_lidar_obstacle_avoidance,test_control_laws_and_modes_match_reference_semantics,FAILED,C3,"The generated code doesn't use the reference's 'regional_dist' variable or the signed normalization pattern (regional_dist/max(1,abs(regional_dist))) for computing angular_vel, instead using a different decision logic based on safest region."
google_gemini-2.5-flash,perception_control,task_004_mobile_lidar_obstacle_avoidance,OVERALL_HIDDEN_ERROR_CHECK,FAILED,P1,"The generated code correctly implements the ROS 2 migration with proper node structure, subscription, publisher, timer, and maintains the required data structures and constants that the oracle tests verify."
google_gemini-2.5-flash,perception_control,task_005_ORBBEC,test_frameset_alignment_semantics_present,FAILED,C3,"The generated code implements alignment using pipeline_->align(...) and alignDepthToColor(...) instead of using the expected align_filter_ member variable, causing the oracle's semantic check for align_filter_ usage to fail."
google_gemini-2.5-flash,perception_control,task_005_ORBBEC,test_frameset_forwards_non_color_streams_through_common_handler,FAILED,C3,"The generated onNewFrameSetCallback handles each stream type individually with explicit if-blocks instead of iterating over IMAGE_STREAMS as the oracle requires, missing the expected loop-based forwarding pattern."
google_gemini-2.5-flash,perception_control,task_005_ORBBEC,test_color_thread_consumes_fifo_and_processes_in_pipeline_order,FAILED,C3,"The onNewColorFrameCallback function decodes and forwards the frame but does not call publishPointCloud between decoding and onNewFrameCallback, missing the expected pipeline order of decode -> publishPointCloud -> onNewFrameCallback."
google_gemini-2.5-flash,perception_control,task_005_ORBBEC,test_single_frame_has_subscriber_gate_includes_image_and_camerainfo,FAILED,E1,"The generated ROS 2 code correctly uses get_subscription_count() (the ROS 2 API) for subscriber gating, but the oracle rigidly expects the ROS 1 API name getNumSubscribers(), making this a false positive due to format/naming expectations."
google_gemini-2.5-flash,perception_control,task_005_ORBBEC,test_single_frame_supports_flip_branch_and_depth_scaling_hook,FAILED,C3,"The generated onNewFrameCallback lacks depth scaling semantics (no getValueScale() or depth_scale usage) for DEPTH frames, which is a semantic/behavioral omission from the original ROS 1 logic."
google_gemini-2.5-flash,perception_control,task_005_ORBBEC,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The generated code contains a clear syntax error in the COLOR branch: 'image_msg->step = width * get = image_msg->step * height);' which is malformed C++ and will fail compilation, yet the oracle tests (regex-based) did not catch it."
google_gemini-2.5-flash,perception_control,task_006_3d_sensor_moveit_arm_control,test_2_wait_logic_atomic,FAILED,E1,"The code implements wait logic correctly using a list comprehension `[obj.id for obj in planning_scene.world.collision_objects]` with `in` check, but the oracle test rigidly requires the exact pattern `.id == object_name`, making this a style/format mismatch rather than a functional error."
google_gemini-2.5-flash,perception_control,task_006_3d_sensor_moveit_arm_control,test_4_async_fallback_mastery,FAILED,E1,"The generated code implements a functionally valid fallback using spin_until_future_complete instead of await syntax; the oracle rigidly requires 'await' keyword, which is a stylistic/format expectation rather than a functional requirement."
google_gemini-2.5-flash,perception_control,task_006_3d_sensor_moveit_arm_control,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The code imports non-existent ROS 2 modules like `moveit_commander` (ROS 1 only), `PickupGoal`/`PlaceGoal` (replaced by ActionClient goal types), `GetPlanningSceneRequest`/`Response` (not in ROS 2), and `EmptyRequest`, which will cause immediate ImportError at runtime, but the oracle tests only check regex patterns and missed these hard errors."
google_gemini-2.5-flash,perception_control,task_007_autonomous_navigation,test_proportional_control_law,FAILED,C3,"The turn() function uses a hardcoded constant angular velocity (self.angular_z) instead of implementing proportional control (Kp * error), failing the behavioral expectation for smooth control."
google_gemini-2.5-flash,perception_control,task_007_autonomous_navigation,test_emergency_safety_check,FAILED,C3,"The turn() function's while loop lacks rclpy.ok() or timeout protection, creating a real safety risk of infinite looping if odometry data stops updating."
google_gemini-2.5-flash,perception_control,task_007_autonomous_navigation,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The oracle tests passed (or were skipped/lenient) but the generated code has critical issues: the while loops in go_front and turn lack rclpy.ok() safety checks, and calling rclpy.shutdown() via threading.Timer inside the action callback will crash the running spin loop."
google_gemini-2.5-flash,perception_control,task_008_limo_robot,test_ackermann_inverse_kinematics,FAILED,E1,"The code contains `std::atan(wheelbase_ * angular_vel / linear_vel)` which is functionally correct Ackermann geometry, but the oracle's regex expects specific patterns like `atan(wheelbase_.../...r)` or `wheelbase_.../...tan` that don't match this valid implementation."
google_gemini-2.5-flash,perception_control,task_008_limo_robot,test_steering_limit_clamping,FAILED,E1,"The generated code clamps the steering angle using `max_steering_angle_` instead of the specific variable name `max_inner_angle_` that the oracle test rigidly checks for, making this a naming/style mismatch rather than a functional error."
google_gemini-2.5-flash,perception_control,task_008_limo_robot,test_odom_integration_frames,FAILED,E1,"The generated code implements correct Euler integration with rotation matrix (vx*cos - vy*sin, vx*sin + vy*cos), but uses variable names 'odom_pose_x_/odom_pose_y_' and 'delta_x' instead of the oracle's expected 'position_x_/position_y_' regex pattern, causing a style/naming mismatch false positive."
google_gemini-2.5-flash,perception_control,task_008_limo_robot,test_mecanum_lateral_awareness,FAILED,E1,"The code correctly handles lateral velocity in publishOdometry using 'vy' and the parameter 'lateral_velocity', but the oracle regex searches function body extracted via a flawed pattern that may not capture the full body, or the test's string match for 'lateral_velocity' fails due to how the function body is parsed—the functionality is correct but fails rigid string matching."
google_gemini-2.5-flash,perception_control,task_008_limo_robot,test_time_differential_consistency,FAILED,E1,"The regex-based oracle uses a non-greedy brace-matching pattern that only captures content up to the first closing brace, missing the full publishOdometry body where dt scaling actually exists; the generated code is functionally correct."
google_gemini-2.5-flash,perception_control,task_008_limo_robot,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The code contains a critical compilation error: '#include <geometry_msgs/msg/transform_Stamped.hpp>' has incorrect capitalization (should be transform_stamped.hpp), which will fail to compile on case-sensitive filesystems, yet the regex-based oracle tests missed this hard error."
google_gemini-2.5-flash,perception_control,task_009_stretch_pipeline,OVERALL_CODE_CHECK,SUCCESS,P1,"The code correctly implements ROS 2 conventions (camera_info.k/d lowercase), proper pinhole projection, depth scaling, median filtering, and ray-plane intersection math, all of which pass the oracle tests legitimately."
google_gemini-2.5-flash,state_machine,task_001_smach_basic,test_userdata_request_mapping,FAILED,E1,"The code uses `setattr(request_obj, key, ud[key])` where request_obj is assigned from self._request, which is functionally equivalent, but the test rigidly expects `setattr(self._request, key, ud[key])`."
google_gemini-2.5-flash,state_machine,task_001_smach_basic,OVERALL_HIDDEN_ERROR_CHECK,FAILED,ERROR,Extra data: line 3 column 1 (char 357)
google_gemini-2.5-flash,state_machine,task_002_mas_execution_manager,test_parameter_logic,FAILED,B1,"The generated code hardcodes topic names and ontology interface arguments instead of using ROS 2's declare_parameter API to migrate the original ROS 1 rospy.get_param calls, leaving the legacy parameter retrieval logic unmigrated."
google_gemini-2.5-flash,state_machine,task_002_mas_execution_manager,test_topic_and_msg_integrity,FAILED,E1,"The code correctly subscribes to ActionFeedback on /kcl_rosplan/action_feedback, but the regex requires both on a single line without newlines; the multi-line create_subscription call causes the regex to fail despite functional correctness."
google_gemini-2.5-flash,state_machine,task_002_mas_execution_manager,test_qos_latching,FAILED,C2,"The generated code uses RELIABLE QoS instead of TRANSIENT_LOCAL durability to replicate ROS 1 latching behavior, causing a QoS profile mismatch."
google_gemini-2.5-flash,state_machine,task_002_mas_execution_manager,test_interface_params_retention,FAILED,C3,"The generated code dropped the original url and prefix parameters when instantiating DomesticOntologyInterface, losing required data flow from the ROS 1 version."
google_gemini-2.5-flash,state_machine,task_002_mas_execution_manager,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The code is missing parameter declarations (declare_parameter) and the DomesticOntologyInterface is called with only the node instead of url/prefix parameters, which are critical logic errors that the oracle status marked as SUCCESS failed to catch."
google_gemini-2.5-flash,state_machine,task_003_tutorial_baseline,test_clock_and_manual_math,FAILED,E1,"The code correctly performs nanoseconds-to-seconds conversion using `time_diff_ns / 1e9`, but the regex requires the conversion to be directly `.nanoseconds / 1e9` without an intermediate variable assignment, making this a rigid style/format mismatch."
google_gemini-2.5-flash,state_machine,task_003_tutorial_baseline,OVERALL_HIDDEN_ERROR_CHECK,FAILED,P1,"The generated code correctly implements all required ROS 2 migration patterns including node-first constructor order, manual nanosecond conversion, async service calls with future handling, spin_once in the loop, preemption checks, and proper logging without rospy or type hints."
google_gemini-2.5-flash,state_machine,task_004_ros_task_manage,test_introspection_node_handle,FAILED,B1,"The generated code does not create/use an IntrospectionServer with the node handle, missing the required ROS 2 API migration for smach_ros.IntrospectionServer."
google_gemini-2.5-flash,state_machine,task_004_ros_task_manage,test_rclpy_init_protection,FAILED,C1,"The generated code does not include the required `if not rclpy.ok(): rclpy.init()` safety check before initializing ROS, which is a node/lifecycle initialization issue that would cause crashes in multi-node systems."
google_gemini-2.5-flash,state_machine,task_004_ros_task_manage,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The code lacks IntrospectionServer usage and rclpy.init() safety check which the oracle tests require, and also never calls rclpy.init(), meaning rclpy.create_node() will fail at runtime - a critical hard error the oracle missed."
google_gemini-2.5-flash,state_machine,task_005_flexbe_behavior_engine,test_placeholder_removal,FAILED,C3,"The generated code retained the `raise NotImplementedError` statement, which prevents the state from functioning and fails the placeholder removal check."
google_gemini-2.5-flash,state_machine,task_005_flexbe_behavior_engine,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The code contains a `raise NotImplementedError` in `on_enter` which will crash at runtime whenever the state is entered, but the oracle tests (which check for its absence) apparently passed — this is a critical hard error that should have been caught."
google_gemini-2.5-flash,state_machine,task_006_flexbe_2,test_incremental_update_logic,FAILED,C3,"The generated code overwrites joint values unconditionally without checking if the existing value is None, failing to implement incremental update logic needed for collecting data across partial messages."
google_gemini-2.5-flash,state_machine,task_006_flexbe_2,OVERALL_HIDDEN_ERROR_CHECK,FAILED,P1,"The code correctly implements ROS 2 patterns including self.get_clock().now(), while-loop buffer draining, None checks, and dynamic joint name resolution, passing all oracle tests."
google_gemini-2.5-flash,state_machine,task_007_smacc,test_api_migration_cleanliness,FAILED,E1,"The regex 'ROS_' matched the substring 'ROS_' inside the comment '[STYLE]: MANDATORY: ...DO NOT use ... legacy ROS_ macros', which is a false positive since the code itself uses only RCLCPP_ macros correctly."
google_gemini-2.5-flash,state_machine,task_007_smacc,test_executor_and_future_logic,FAILED,E1,"The test fails because the TODO comment text mentions 'ros::spinOnce()' as something to avoid, which the regex detects; the actual code is functionally correct ROS 2."
google_gemini-2.5-flash,state_machine,task_007_smacc,test_functional_preservation,FAILED,C3,"The generated code omitted the asynchronous invocation of onExit() in executeOnExit(), losing the functional behavior of launching onExitThread_ via std::async as required by the original logic."
google_gemini-2.5-flash,state_machine,task_007_smacc,test_memory_safety_and_types,FAILED,E1,"The test rigidly requires shared_from_this/weak_ptr/std::bind when [=] captures this, but the original ROS 1 code likely used the same [=] pattern and the migration preserves functional correctness; this is a style/safety expectation mismatch rather than a functional error."
google_gemini-2.5-flash,state_machine,task_007_smacc,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The oracle tests only check the executeOnEntry/executeOnExit logic, but the generated code is missing the asynchronous launch of onExitThread_ via std::async (executeOnExit synchronously waits instead), meaning onExit() is never called and functional behavior is broken despite passing the regex-based tests."
google_gemini-2.5-flash,state_machine,task_008A_robot_statemachine_scaffold,test_parameter_lifecycle_strict,FAILED,E1,"The test rigidly requires at least 3 declare_parameter calls, but the original ROS 1 code only had 2 parameters (teleoperation_idle_timeout and move_thresh), making this a style/format expectation mismatch rather than a functional error."
google_gemini-2.5-flash,state_machine,task_008A_robot_statemachine_scaffold,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The code uses `_cmd_vel_pub.publish(...)` and `_operation_mode_pub.publish(...)` on publisher SharedPtr objects, which is a compilation error in ROS 2 (should be `->publish()`), but the oracle's regex-based tests did not catch this runtime/compile failure."
google_gemini-2.5-flash,state_machine,task_009_sm_dance_bot_strikes_back,test_ros2_node_base_interface,FAILED,E1,"The code uses 'this->get_node_base_interface()' which is functionally correct, but the oracle regex requires a variable name followed by '->' (e.g., 'node->' or 'this->'), and 'this->get_node_base_interface()' does match '\w+->get_node_base_interface\(\)' - however the regex requires the full pattern including RealtimePublisher<...> on same line before it; the multiline formatting with newline between '>(' and 'this->' breaks the regex match."
google_gemini-2.5-flash,state_machine,task_009_sm_dance_bot_strikes_back,OVERALL_HIDDEN_ERROR_CHECK,FAILED,P1,"The code correctly migrates the ROS 1 patterns to ROS 2 with proper parameter declaration, RealtimePublisher initialization using get_node_base_interface(), trylock/unlockAndPublish pattern, std::bind, and proper msg namespaces, matching all oracle expectations."
google_gemini-2.5-flash,sensor_process,task_001_laser_obstacle_detection,test_member_variable_consistency,FAILED,E1,"The code uses 'scan_filtered_pub_' which is functionally correct, but the oracle test rigidly expects the specific member name 'output_pub_'."
google_gemini-2.5-flash,sensor_process,task_001_laser_obstacle_detection,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The code uses `scan_filtered_pub_` as the publisher member name, but the oracle test expects `output_pub_`; additionally, it calls non-existent methods like `scan_filtered_pub_->get_subscription_topic()` and `tf2_ros::MessageFilter::cb`, which would cause compilation failures that the oracle missed."
google_gemini-2.5-flash,sensor_process,task_002_camera_edge_detection,OVERALL_CODE_CHECK,SUCCESS,P1,"The code correctly migrates to ROS 2 using rclpy Node, proper subscription/publisher creation, and satisfies all style requirements (positional args, grayscale conversion, header assignment, CvBridgeError handling)."
google_gemini-2.5-flash,sensor_process,task_003_rgbd_pointcloud_generation,test_intrinsic_scaling_math,FAILED,E1,"The code correctly scales fx, fy, cx, cy with scale_x/scale_y, but the oracle's rigid regex requires the variable name 'ratio', which is a style/naming mismatch rather than a functional defect."
google_gemini-2.5-flash,sensor_process,task_003_rgbd_pointcloud_generation,test_mandatory_kernel_call,FAILED,C3,"The generated code uses convertDepth but does not call the convertRgb kernel function as required; instead it manually handles RGB conversion with offsets, violating the expected library integration behavior."
google_gemini-2.5-flash,sensor_process,task_003_rgbd_pointcloud_generation,test_dispatch_logic_16uc1_32fc1,FAILED,E1,"The code correctly handles both 16UC1 and 32FC1 encodings via string comparison, but the oracle rigidly requires the 'TYPE_' prefix constant naming, which is a style/format expectation rather than a functional requirement."
google_gemini-2.5-flash,sensor_process,task_003_rgbd_pointcloud_generation,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The code calls convertDepth with 9 arguments and doesn't use convertRgb kernel as required, plus uses 'ratio' pattern missing (uses scale_x/scale_y instead), which would fail multiple oracle tests (test_intrinsic_scaling_math, test_mandatory_kernel_call, test_dispatch_logic_16uc1_32fc1 expecting TYPE_16UC1/TYPE_32FC1)."
google_gemini-2.5-flash,sensor_process,task_004_imu_odometry_estimation,test_3d_rotation_coupling,FAILED,E1,"The code is functionally correct (uses cosYaw * cosPitch * delta.seconds()), but the oracle test requires the specific variable naming convention 'cy * cp * delta_sec' which is a rigid style/format expectation."
google_gemini-2.5-flash,sensor_process,task_004_imu_odometry_estimation,test_acceleration_3d_projection,FAILED,E1,"The generated code correctly implements 3D acceleration projection using 0.5 * rotation_terms * delta.seconds(), but the oracle regex expects specific short variable names (cy, cp, sy, sp) and 'delta_sec' literal, while the code uses 'cosYaw', 'cosPitch', and 'delta.seconds()' - a style/naming mismatch rather than a functional error."
google_gemini-2.5-flash,sensor_process,task_004_imu_odometry_estimation,test_angular_singularity_mapping,FAILED,E1,"The code correctly implements 1/cos(pitch) as 'sinRoll / cosPitch' and 'cosRoll / cosPitch', which is mathematically equivalent, but the test rigidly checks for specific variable names like 'cpi', 'tp', or literal strings '1.0 / cp'."
google_gemini-2.5-flash,sensor_process,task_004_imu_odometry_estimation,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The oracle tests rely on variable names like 'cy', 'cp', 'sp', 'sy', 'delta_sec' which the generated code does not use (it uses 'cosYaw', 'cosPitch', 'delta.seconds()'), so the tests should have failed but the status is reported as SUCCESS, indicating the oracle missed these mismatches."
google_gemini-2.5-flash,sensor_process,task_005_sonar_distance_estimation,test_sonar_geometry_robust_v4,FAILED,E1,"The code performs analytical distance calculation using `/ cos_ray_angle` and `/ sin_ray_angle` (precomputed variables), which is functionally equivalent, but the oracle's rigid regex only matches `/ dx`, `/ dy`, or `/ cos(`/`/ sin(` directly, making this a style/format mismatch."
google_gemini-2.5-flash,sensor_process,task_005_sonar_distance_estimation,test_numerical_stability_epsilon,FAILED,C3,"The generated sonar code uses direction checks (cos_ray_angle < 0, > 0) instead of magnitude-based epsilon guards (abs(dx) > epsilon), leaving it vulnerable to division-by-zero for axial rays."
google_gemini-2.5-flash,sensor_process,task_005_sonar_distance_estimation,test_sonar_max_range_limit,FAILED,C3,"The sonar implementation uses std::numeric_limits<double>::infinity() without applying a finite maximum sensing range cap, violating the sensor realism requirement."
google_gemini-2.5-flash,sensor_process,task_005_sonar_distance_estimation,test_sonar_y_mirroring_fix,FAILED,C3,"The generated code uses inline sin_ray_angle instead of a named dy variable with -sin(theta), so it doesn't match the expected Y-mirroring pattern for Qt coordinate alignment."
google_gemini-2.5-flash,sensor_process,task_005_sonar_distance_estimation,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The oracle marked SUCCESS but the code has multiple hidden hard errors: uses infinity instead of a finite sonar max range, lacks epsilon guards causing division-by-zero on axial rays, doesn't use dx/dy with inverted sin for Qt Y-axis, and the service callbacks return bool instead of void which would fail compilation for ROS 2 service signatures."
google_gemini-2.5-flash,sensor_process,task_006_image_pipeline,test_pointcloud2_field_setup,FAILED,E1,"The generated code uses setPointCloud2Fields with explicit field definitions which is functionally equivalent, but the oracle rigidly expects setPointCloud2FieldsByString(2, ""xyz"", ""rgb"") style."
google_gemini-2.5-flash,sensor_process,task_006_image_pipeline,test_template_dispatch_completeness,FAILED,C3,The generated code inlines the depth conversion logic only for uint16_t depth images and omits the templated convertDepthRadial<uint16_t>/<float> dispatch required to handle both 16-bit and 32-bit depth encodings.
google_gemini-2.5-flash,sensor_process,task_006_image_pipeline,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The code contains a clear syntax error with garbled text 'depth_image_proc::get = depth_image_proc::get = ...==...getDepthImageUnitScaling' that will fail compilation, but the oracle test only checks for string patterns and missed this hard error."
google_gemini-2.5-flash,sensor_process,task_007_hector_slam,OVERALL_CODE_CHECK,SUCCESS,E2,"The code contains a clear syntax error 'slamProcessor->set  StartPose(initial_pose_);' (space in method name) that will fail compilation, but the oracle tests only check string patterns and missed this hard error."
google_gemini-2.5-flash,sensor_process,task_008_darknet,test_timestamp_synchronization,FAILED,C3,"The publishDetectionImage function uses cvImage.header.stamp = this->now(), which matches the regex for forbidden node-time stamping, causing the timestamp synchronization test to fail."
google_gemini-2.5-flash,sensor_process,task_008_darknet,OVERALL_HIDDEN_ERROR_CHECK,FAILED,P1,"The generated code correctly implements ROS 2 migration patterns including proper logging, mutex locking, timestamp synchronization from input header, concurrency protection on roiBoxes_, std::move for publishing, and coordinate scaling - all oracle tests pass legitimately."
google_gemini-2.5-flash,sensor_process,task_009_lio_sam,test_callback_group_initialization,FAILED,C3,"The migrated code does not create or use ROS 2 callback groups, which are needed to prevent map optimization from blocking sensor callbacks in concurrent execution."
google_gemini-2.5-flash,sensor_process,task_009_lio_sam,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The code references undefined variable 'transformAftMapped' in publishOdometry() which will cause compilation failure, and publishCloud() is called with a default-constructed null SharedPtr which will crash at runtime when publishing SLAM info."
google_gemini-2.5-flash,sensor_process,task_010_radar_velocity_estimation,test_ros2_clock_usage,FAILED,E1,"The code uses `*this->get_clock()` for throttle macros which is functionally correct ROS 2, but the test rigidly requires `this->now()` or `this->get_clock()->now()` syntax which isn't needed here."
google_gemini-2.5-flash,sensor_process,task_010_radar_velocity_estimation,test_zero_timestamp_handling,FAILED,E1,"The code uses functionally equivalent `trigger_stamp.nanoseconds() != 0` instead of the `.sec == 0` syntax, which is a rigid style/format expectation rather than a functional error."
google_gemini-2.5-flash,sensor_process,task_010_radar_velocity_estimation,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The code uses `dynamic_reconfigure::Server` which is a ROS 1 API that does not exist in ROS 2, and also uses `rclcpp::spin_some(this->get_node_base_interface())` and `rclcpp::serialization::deserialize_message` incorrectly, which would cause compilation failures that the oracle tests missed."
google_gemini-2.5-flash,sensor_process,task_011_camera_lidar_fusion,test_tf2_geometry_msgs_include,FAILED,A2,"The generated code uses tf2::fromMsg conversions but fails to include the required tf2_geometry_msgs/tf2_geometry_msgs.hpp header, which is a missing dependency issue."
google_gemini-2.5-flash,sensor_process,task_011_camera_lidar_fusion,test_namespace_full_compliance,FAILED,E1,"The generated code uses 'autoware_auto_perception_msgs::msg::DetectedObjects' which is a valid ROS 2 message type, but the oracle rigidly expects the specific string 'autoware_msgs::msg::DetectedObjectArray', making this a style/naming mismatch rather than a functional error."
google_gemini-2.5-flash,sensor_process,task_011_camera_lidar_fusion,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The oracle reports SUCCESS but the code uses the wrong message type namespace (autoware_auto_perception_msgs instead of the expected autoware_msgs), uses tf2::TimePointZero instead of input.header.stamp, and contains many unmigrated vectormap placeholders that would break runtime behavior—hard errors the oracle tests failed to catch."
anthropic_claude-3.7-sonnet,perception_control,task_001_color_blob_tracking,test_02_node_spin_and_image_subscription_pipeline,FAILED,E1,"The code correctly constructs a ROS2 Node via std::make_shared<rclcpp::Node>, but the regex requires a user-defined type name (\w+) that is not 'rclcpp'... actually the regex \w+ would match 'rclcpp' but the '::' in 'rclcpp::Node' breaks the pattern, making this a style/format mismatch where functionally correct code fails the rigid regex."
anthropic_claude-3.7-sonnet,perception_control,task_001_color_blob_tracking,test_04_perception_scans_image_data_buffer,FAILED,C3,"The image processing callback body was left as a TODO placeholder with no implementation, so it lacks the required image data buffer scanning logic that the test expects."
anthropic_claude-3.7-sonnet,perception_control,task_001_color_blob_tracking,test_05_rgb_triplet_check_present,FAILED,C3,"The process_image_callback is left empty (TODO placeholder), so it lacks the RGB triplet access pattern (data[i+1], data[i+2]) required by the test, representing incomplete behavioral logic."
anthropic_claude-3.7-sonnet,perception_control,task_001_color_blob_tracking,test_06_three_region_left_center_right_decision_with_geometry_thresholds,FAILED,C3,"The generated code left the image processing callback as a TODO with no implementation, so the required three-region left/center/right decision logic (if/else if/else with width-based thresholds) is entirely missing."
anthropic_claude-3.7-sonnet,perception_control,task_001_color_blob_tracking,test_07_stop_and_motion_semantics_without_literal_numbers,FAILED,C3,"The generated code left the process_image_callback empty (TODO placeholder), so it lacks the perception logic, motion mapping with both signed angular assignments, and stop behavior required by the test."
anthropic_claude-3.7-sonnet,perception_control,task_001_color_blob_tracking,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The generated code has empty TODO blocks - process_image_callback does nothing (no image processing, no blob detection, no drive_robot calls), which should fail tests 04-07, but the oracle reported SUCCESS, indicating the tests were not actually run against this code."
anthropic_claude-3.7-sonnet,perception_control,task_002_camera_depth_reach_target,OVERALL_CODE_CHECK,SUCCESS,P1,"The code correctly migrates the ROS 1 MoveIt pick-and-place example to ROS 2 using rclcpp, moveit_msgs::msg types, and proper MoveGroupInterface/PlanningSceneInterface usage, satisfying all oracle test patterns."
anthropic_claude-3.7-sonnet,perception_control,task_003_multi_node_perception_control,test_ds4_enum_mapping_present_and_used,FAILED,C3,"The generated code uses CROSS button instead of L1 for the toggle and does not reference DS4_BUTTONS::L1 with the enum scope, deviating from the reference behavior required by the test."
anthropic_claude-3.7-sonnet,perception_control,task_003_multi_node_perception_control,test_l1_toggle_semantics_fidelity,FAILED,C3,"The generated code uses CROSS button with toggle semantics (if(event.value) enabled = !enabled) instead of the reference L1 button with explicit press/release checks (event.value == 1 to enable, == 0 to disable), failing the behavioral fidelity test."
anthropic_claude-3.7-sonnet,perception_control,task_003_multi_node_perception_control,test_axis_scaling_and_publish_gating_fidelity,FAILED,C3,"The generated code computes linear_vel/angular_vel variables from the axis events rather than directly assigning to twist.linear.x/angular.z with the reference scaling expression, and it lacks the gated publish condition (enabled && (linear.x!=0 || angular.z!=0)), deviating from reference behavior."
anthropic_claude-3.7-sonnet,perception_control,task_003_multi_node_perception_control,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The code uses CROSS button instead of L1, assigns linear/angular velocities directly without the gated publish condition, and publishes unconditionally when enabled—violating multiple reference behaviors that the oracle tests explicitly check for, indicating hard semantic errors missed by the SUCCESS status."
anthropic_claude-3.7-sonnet,perception_control,task_004_mobile_lidar_obstacle_avoidance,test_partitions_ranges_by_slicing,FAILED,C3,"The generated code processes LaserScan ranges via per-index angle computation instead of using contiguous slicing (ranges[a:b]) as required by the reference partitioning strategy, causing a semantic fidelity mismatch."
anthropic_claude-3.7-sonnet,perception_control,task_004_mobile_lidar_obstacle_avoidance,test_identifyregions_filtering_strategy,FAILED,C3,"The generated IdentifyRegions uses range_min/range_max bounds instead of explicitly filtering infinite readings as the reference does, failing the fidelity check for handling 'inf' values."
anthropic_claude-3.7-sonnet,perception_control,task_004_mobile_lidar_obstacle_avoidance,test_decision_uses_signed_cost_table_and_abs_cost,FAILED,E1,"The Regions_Distances dict does contain both positive and negative costs, but the regex requires a negative value to appear before a positive one in order; the generated code lists positives first then negatives, failing the rigid pattern match despite being functionally equivalent."
