Model,Category,Task_ID,Test_Case,Original_Status,Error_Category,Reasoning
deepseek_deepseek-v4-pro,perception_control,task_007_autonomous_navigation,test_proportional_control_law,FAILED,C3,"The generated turn function uses a hardcoded constant angular velocity instead of implementing proportional control (Kp * error), which is a semantic/behavioral error in the control logic."
deepseek_deepseek-v4-pro,perception_control,task_007_autonomous_navigation,test_emergency_safety_check,FAILED,C3,"The turn function's while loop uses 'while True' without rclpy.ok() check or timeout protection, creating a real safety/behavioral issue where the loop could run indefinitely."
deepseek_deepseek-v4-pro,perception_control,task_007_autonomous_navigation,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"No code was generated or parsing failed, yet the oracle reported SUCCESS, indicating a critical missed hard error."
deepseek_deepseek-v4-pro,perception_control,task_008_limo_robot,test_ackermann_inverse_kinematics,FAILED,A1,"No code was generated or parsing failed, so the source file is empty and all functional checks fail."
deepseek_deepseek-v4-pro,perception_control,task_008_limo_robot,test_steering_limit_clamping,FAILED,A1,"No code was generated or parsing failed, so the source file is empty and cannot satisfy the steering clamping check."
deepseek_deepseek-v4-pro,perception_control,task_008_limo_robot,test_odom_integration_frames,FAILED,A1,"No code was generated or parsing failed, so the source file is empty and the regex cannot match the required odometry rotation expressions."
deepseek_deepseek-v4-pro,perception_control,task_008_limo_robot,test_mecanum_lateral_awareness,FAILED,A1,"No code was generated or parsing failed, so the source file is empty and cannot satisfy any test assertions."
deepseek_deepseek-v4-pro,perception_control,task_008_limo_robot,test_time_differential_consistency,FAILED,C3,"The publishOdometry function declares dt-related time tracking but fails to apply dt scaling to pose displacement updates, causing incorrect Euler integration semantics."
deepseek_deepseek-v4-pro,perception_control,task_008_limo_robot,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"No code was generated or parsing failed, yet the oracle reported SUCCESS, indicating the test framework missed this critical failure."
deepseek_deepseek-v4-pro,perception_control,task_009_stretch_pipeline,OVERALL_CODE_CHECK,SUCCESS,ERROR,Extra data: line 3 column 1 (char 315)
deepseek_deepseek-v4-pro,state_machine,task_001_smach_basic,test_userdata_request_mapping,FAILED,E1,"The code correctly maps userdata slots to the request using `setattr(request, key, ud[key])`, but the oracle's rigid regex specifically expects `self._request` instead of the local `request` variable, making this a style/format mismatch rather than a functional error."
deepseek_deepseek-v4-pro,state_machine,task_001_smach_basic,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The code references `response_cb_outcome` at the end of execute() outside the `if self._response_cb is not None:` block, causing an UnboundLocalError when no response callback is provided, which is a runtime crash not caught by the regex-based oracle tests."
deepseek_deepseek-v4-pro,state_machine,task_002_mas_execution_manager,test_parameter_logic,FAILED,C3,"The generated code did not include the required self.node.declare_parameter calls, missing the ROS 2 parameter declaration semantic needed for proper parameter handling."
deepseek_deepseek-v4-pro,state_machine,task_002_mas_execution_manager,test_topic_and_msg_integrity,FAILED,C3,"The generated code's subscription does not match the required ActionFeedback message type on the /kcl_rosplan/action_feedback topic, indicating a semantic error in preserving the original topic/message binding."
deepseek_deepseek-v4-pro,state_machine,task_002_mas_execution_manager,test_interface_params_retention,FAILED,C3,"The generated code failed to preserve the original data flow by not passing url and prefix parameters to the DomesticOntologyInterface constructor, indicating a semantic/behavioral error in migration."
deepseek_deepseek-v4-pro,state_machine,task_002_mas_execution_manager,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"No code was generated or parsing failed, yet the oracle reported SUCCESS, indicating the test framework missed this critical hard error."
deepseek_deepseek-v4-pro,state_machine,task_003_tutorial_baseline,test_service_future_logic,FAILED,C3,"The generated code performs the async service call but omits spin_until_future_complete, failing to properly handle future completion as required."
deepseek_deepseek-v4-pro,state_machine,task_003_tutorial_baseline,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The generated code is empty ('NO CODE GENERATED OR PARSE FAILED'), which is a critical hard error that the oracle marked as SUCCESS."
deepseek_deepseek-v4-pro,state_machine,task_004_ros_task_manage,test_concurrency_architecture,FAILED,A1,"No code was generated or parsing failed, so the file lacks any concurrency mechanism (and everything else), causing a basic compilation/availability failure."
deepseek_deepseek-v4-pro,state_machine,task_004_ros_task_manage,test_introspection_node_handle,FAILED,B2,"The generated code calls IntrospectionServer without passing the required self.node handle, using a hallucinated ROS 1-style API signature instead of the correct ROS 2 API."
deepseek_deepseek-v4-pro,state_machine,task_004_ros_task_manage,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The generated code is empty ('NO CODE GENERATED OR PARSE FAILED'), which is a critical hard error, yet the oracle status is marked as SUCCESS."
deepseek_deepseek-v4-pro,state_machine,task_005_flexbe_behavior_engine,test_no_ros1_remnants,FAILED,B1,The generated code retains a legacy ROS 1 import statement 'from actionlib...' which was not replaced with the ROS 2 equivalent action API.
deepseek_deepseek-v4-pro,state_machine,task_005_flexbe_behavior_engine,test_ros2_goal_status_constants,FAILED,B2,"The generated code does not use the ROS 2 'STATUS_SUCCEEDED' constant, indicating it likely retained the old ROS 1 'SUCCEEDED' naming instead of the correct ROS 2 GoalStatus API."
deepseek_deepseek-v4-pro,state_machine,task_005_flexbe_behavior_engine,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The generated code is empty ('NO CODE GENERATED OR PARSE FAILED'), which is a critical hard error that would fail at runtime, but the oracle reported SUCCESS."
deepseek_deepseek-v4-pro,state_machine,task_006_flexbe_2,test_true_buffer_drain_logic,FAILED,C3,"The generated code uses an 'if' statement instead of a 'while' loop to drain the buffer, causing only one message to be processed per tick which is a semantic/behavioral error."
deepseek_deepseek-v4-pro,state_machine,task_006_flexbe_2,test_incremental_update_logic,FAILED,C3,"The generated code failed to implement the incremental update logic that checks if a joint value is None before assignment, causing stale data to overwrite collected values across partial messages."
deepseek_deepseek-v4-pro,state_machine,task_006_flexbe_2,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"No code was generated, yet the oracle status is marked SUCCESS, indicating the oracle failed to catch this critical hard error."
deepseek_deepseek-v4-pro,state_machine,task_007_smacc,test_functional_preservation,FAILED,C3,"The generated code omitted the onExit() function logic entirely, losing required functional behavior during migration."
deepseek_deepseek-v4-pro,state_machine,task_007_smacc,test_memory_safety_and_types,FAILED,A1,"No code was generated or parsing failed, so the test cannot find required ROS 2 constructs and fails."
deepseek_deepseek-v4-pro,state_machine,task_007_smacc,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"No code was generated or parsing failed, which is a critical hard error, but the oracle status is marked as SUCCESS."
deepseek_deepseek-v4-pro,state_machine,task_008A_robot_statemachine_scaffold,test_parameter_lifecycle_strict,FAILED,C3,"The generated code only declared 2 parameters instead of the required 3+, indicating an incomplete parameter declaration migration."
deepseek_deepseek-v4-pro,state_machine,task_008A_robot_statemachine_scaffold,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"No code was generated, so the oracle's SUCCESS status is incorrect; an empty/missing file represents a critical hard error that the test suite failed to catch."
deepseek_deepseek-v4-pro,state_machine,task_009_sm_dance_bot_strikes_back,test_ros2_node_base_interface,FAILED,C3,"The generated code failed to initialize RealtimePublisher with get_node_base_interface(), which is a semantic/behavioral error in the ROS 2 migration."
deepseek_deepseek-v4-pro,state_machine,task_009_sm_dance_bot_strikes_back,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The generated code is empty ('NO CODE GENERATED OR PARSE FAILED'), which is a critical hard error, yet the oracle reported SUCCESS."
deepseek_deepseek-v4-pro,sensor_process,task_001_laser_obstacle_detection,test_member_variable_consistency,FAILED,E1,"The code uses 'pub_output_' which is functionally correct, but the oracle test rigidly expects the specific member name 'output_pub_'."
deepseek_deepseek-v4-pro,sensor_process,task_001_laser_obstacle_detection,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The code uses member names pub_output_ and sub_scan_ which likely don't match the header file's expected output_pub_ member (as indicated by the oracle test), and lacks a persistent tf_listener member, indicating hard errors that the overall oracle status missed."
deepseek_deepseek-v4-pro,sensor_process,task_002_camera_edge_detection,OVERALL_CODE_CHECK,SUCCESS,E2,"The generated code is empty ('NO CODE GENERATED OR PARSE FAILED'), which means there is no camera_edge.py file to test, yet the oracle reported SUCCESS — this is a critical missed hard error."
deepseek_deepseek-v4-pro,sensor_process,task_003_rgbd_pointcloud_generation,test_intrinsic_scaling_math,FAILED,C3,"The generated code resizes the image but fails to scale the focal length intrinsics (fx/fy) by the ratio, causing a semantic/behavioral error in the 3D projection math."
deepseek_deepseek-v4-pro,sensor_process,task_003_rgbd_pointcloud_generation,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The generated code is empty ('NO CODE GENERATED OR PARSE FAILED'), which is a critical hard failure that the oracle marked as SUCCESS."
deepseek_deepseek-v4-pro,sensor_process,task_004_imu_odometry_estimation,test_3d_rotation_coupling,FAILED,C3,"The generated code does not implement the required 3D RZYX rotation matrix with the 'cy * cp * delta_sec' term for X-axis projection, indicating a semantic/behavioral error in the kinematic model."
deepseek_deepseek-v4-pro,sensor_process,task_004_imu_odometry_estimation,test_acceleration_3d_projection,FAILED,C3,"The generated code lacks the 3D acceleration projection logic (0.5 * rotation_terms * delta_sec^2), representing a semantic/behavioral error in the kinematic model implementation."
deepseek_deepseek-v4-pro,sensor_process,task_004_imu_odometry_estimation,test_angular_singularity_mapping,FAILED,E2,"No code was generated, which is a critical hard error that prevents any functionality from working."
deepseek_deepseek-v4-pro,sensor_process,task_004_imu_odometry_estimation,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"No code was generated or parsing failed, which is a critical hard error that the oracle test failed to catch."
deepseek_deepseek-v4-pro,sensor_process,task_005_sonar_distance_estimation,test_holonomic_kinematics,FAILED,C3,"The generated code implements X velocity projection but missing the Y velocity projection (lin_vel_y_) required for holonomic kinematics, indicating an incomplete semantic implementation."
deepseek_deepseek-v4-pro,sensor_process,task_005_sonar_distance_estimation,test_sonar_geometry_robust_v4,FAILED,C3,"The generated code lacks the analytical distance calculation (division by dx/dy or cos/sin) required for sonar geometry, indicating a semantic/behavioral omission in the migration."
deepseek_deepseek-v4-pro,sensor_process,task_005_sonar_distance_estimation,test_numerical_stability_epsilon,FAILED,C3,"The generated code lacks an epsilon guard (abs(dx) > epsilon) for numerical stability, leading to potential division-by-zero when sonar rays are axial."
deepseek_deepseek-v4-pro,sensor_process,task_005_sonar_distance_estimation,test_sonar_max_range_limit,FAILED,C3,"The generated code lacks a finite maximum range limit on sonar_distance_, returning unbounded values instead of capping to a realistic max sensing distance."
deepseek_deepseek-v4-pro,sensor_process,task_005_sonar_distance_estimation,test_sonar_y_mirroring_fix,FAILED,C3,"The generated code failed to invert the Y-direction (dy = -sin(theta)) to account for Qt's inverted Y-axis, which is a semantic/behavioral error in the sonar geometry logic."
deepseek_deepseek-v4-pro,sensor_process,task_005_sonar_distance_estimation,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"No code was generated or parsing failed, so any successful test result is a false negative as the code cannot possibly compile or run."
deepseek_deepseek-v4-pro,sensor_process,task_006_image_pipeline,test_camera_info_scaling_logic,FAILED,C3,"The generated code failed to implement the required camera info scaling logic (k[0] *= ratio and k[2] *= ratio), representing a semantic/behavioral omission in the migration."
deepseek_deepseek-v4-pro,sensor_process,task_006_image_pipeline,test_pointcloud2_field_setup,FAILED,C3,"The generated code lacks the specific call to setPointCloud2FieldsByString(2, ""xyz"", ""rgb"") using PointCloud2Modifier, indicating an incomplete/incorrect implementation of the point cloud field setup semantics."
deepseek_deepseek-v4-pro,sensor_process,task_006_image_pipeline,test_template_dispatch_completeness,FAILED,C3,"The generated code is missing the explicit template instantiation/dispatch for convertDepthRadial<uint16_t> required to handle both 16-bit depth encodings, representing a semantic/behavioral omission."
deepseek_deepseek-v4-pro,sensor_process,task_006_image_pipeline,test_radial_transform_update_check,FAILED,C3,"The generated code lacks the state check for width_/height_ dimension changes before re-initializing the radial transform, indicating a semantic/behavioral omission in the migration."
deepseek_deepseek-v4-pro,sensor_process,task_006_image_pipeline,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The generated code is empty (parse failed), which would fail compilation entirely, but the oracle reported SUCCESS, missing this critical hard error."
deepseek_deepseek-v4-pro,sensor_process,task_007_hector_slam,test_timestamp_preservation,FAILED,C3,"The generated code does not preserve the sensor timestamp by assigning scan->header.stamp to the output header.stamp, indicating a semantic/behavioral error in the migration."
deepseek_deepseek-v4-pro,sensor_process,task_007_hector_slam,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The generated code is empty ('NO CODE GENERATED OR PARSE FAILED'), which is a critical hard error that the oracle test failed to catch as SUCCESS."
deepseek_deepseek-v4-pro,sensor_process,task_008_darknet,test_flexible_logging_macros,FAILED,C3,"The generated code uses RCLCPP logging macros but fails to use 'this->get_logger()' as required, indicating a semantic error in adapting the logger reference for ROS 2."
deepseek_deepseek-v4-pro,sensor_process,task_008_darknet,test_flexible_mutex_locking,FAILED,B1,The generated code retains legacy boost:: API usage (boost::shared_ptr) instead of replacing it with std::shared_ptr for ROS 2.
deepseek_deepseek-v4-pro,sensor_process,task_008_darknet,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"No code was generated or parsing failed, which is a critical hard error that should have caused test failure but the oracle status incorrectly reports SUCCESS."
deepseek_deepseek-v4-pro,sensor_process,task_009_lio_sam,test_callback_group_initialization,FAILED,C3,"The generated code failed to include callback group creation, which is a required semantic/behavioral feature for concurrent execution in the ROS 2 migration."
deepseek_deepseek-v4-pro,sensor_process,task_009_lio_sam,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"No code was generated or parse failed, which is a critical hard error that the oracle tests failed to catch as SUCCESS."
deepseek_deepseek-v4-pro,sensor_process,task_010_radar_velocity_estimation,test_ros2_logging_migration,FAILED,E2,"The code was generated (despite the placeholder note) but failed to migrate ROS 1 logging macros to RCLCPP node-based logging, indicating legacy API was not replaced."
deepseek_deepseek-v4-pro,sensor_process,task_010_radar_velocity_estimation,test_ros2_clock_usage,FAILED,C3,"The generated code does not use node clock API (this->now() or this->get_clock()->now()) as required for ROS 2 migration, indicating a semantic migration error."
deepseek_deepseek-v4-pro,sensor_process,task_010_radar_velocity_estimation,test_mutex_lock_guard,FAILED,C3,"The generated code uses manual mutex_.lock()/unlock() calls instead of the required RAII std::lock_guard<std::mutex> pattern, which is a semantic/behavioral deviation from the expected scoped locking."
deepseek_deepseek-v4-pro,sensor_process,task_010_radar_velocity_estimation,test_zero_timestamp_handling,FAILED,C3,"The generated code did not implement the required '.sec == 0' syntax for zero timestamp checking as specified in the TODO, representing a semantic/behavioral omission."
deepseek_deepseek-v4-pro,sensor_process,task_010_radar_velocity_estimation,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"No code was generated or parsing failed, yet the oracle status is marked SUCCESS; this is a missed hard error since empty code cannot compile or pass functional checks."
deepseek_deepseek-v4-pro,sensor_process,task_011_camera_lidar_fusion,test_tf2_geometry_msgs_include,FAILED,A2,The generated code is missing the required tf2_geometry_msgs/tf2_geometry_msgs.hpp header needed for tf2::fromMsg conversion.
deepseek_deepseek-v4-pro,sensor_process,task_011_camera_lidar_fusion,test_namespace_full_compliance,FAILED,E2,"The generated code failed to migrate message types to the ROS 2 '::msg::' namespace, leaving legacy ROS 1-style type declarations that would cause compilation failures."
deepseek_deepseek-v4-pro,sensor_process,task_011_camera_lidar_fusion,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"No code was generated or parsing failed, which is a critical hard error that the oracle test failed to catch as SUCCESS."
google_gemini-3.1-pro-preview,service_client,task_001_simple_service,test_client_uses_rclpy_and_node,FAILED,E1,The generated code imports Node and likely uses rclpy.create_node() instead of instantiating Node() directly; the test rigidly requires the pattern 'Node(' which is a style/format expectation rather than a functional requirement.
google_gemini-3.1-pro-preview,service_client,task_001_simple_service,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The generated code is empty ('NO CODE GENERATED OR PARSE FAILED'), which means no ros_client.py or ros_server.py files exist, yet the oracle reportedly succeeded—this is a critical missed hard error."
google_gemini-3.1-pro-preview,service_client,task_002_custom_srv,test_ros2_server_uses_node_subclass,FAILED,C1,"The generated server code uses a function-based approach instead of defining a class that inherits from rclpy.node.Node, which is the expected ROS 2 idiomatic node structure."
google_gemini-3.1-pro-preview,service_client,task_002_custom_srv,test_server_defines_handler_and_accesses_request,FAILED,E1,"The test rigidly requires the parameter name 'req' for request access, but the generated code likely uses a different conventional parameter name (e.g., 'request'), which is functionally correct ROS 2 code."
google_gemini-3.1-pro-preview,service_client,task_002_custom_srv,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"No code was generated or parse failed, yet the oracle reported SUCCESS, indicating a critical missed hard error."
google_gemini-3.1-pro-preview,service_client,task_003_mp3_db_service,test_ros2_client_creates_service_client,FAILED,C3,"The generated code does not use create_client with MP3InventoryService as required, indicating a semantic/behavioral error in implementing the ROS 2 service client pattern."
google_gemini-3.1-pro-preview,service_client,task_003_mp3_db_service,test_client_populates_request_fields,FAILED,C3,"The generated code failed to populate any request fields (no 'request.<field>' assignment present), which is a semantic/behavioral omission in the service client logic."
google_gemini-3.1-pro-preview,service_client,task_003_mp3_db_service,test_client_accesses_response_list,FAILED,C3,"The generated code does not access response.list_strings, indicating a semantic error in handling the service response structure."
google_gemini-3.1-pro-preview,service_client,task_003_mp3_db_service,test_client_uses_response_to_drive_loop,FAILED,C3,"The generated code does not iterate over response.list_strings as expected, indicating a semantic/behavioral omission in handling the service response."
google_gemini-3.1-pro-preview,service_client,task_003_mp3_db_service,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"No code was generated or parsing failed, which is a critical hard error that should have caused test failures but the oracle status is marked SUCCESS."
google_gemini-3.1-pro-preview,service_client,task_005_gazebo,test_return_depends_on_service_response,FAILED,C3,"The generated code contains a hardcoded 'return False' statement, violating the requirement that return values must depend on the service response rather than constant literals."
google_gemini-3.1-pro-preview,service_client,task_005_gazebo,test_response_used_in_return,FAILED,C3,"The generated code does not properly use response.success in the return statement, failing the semantic requirement that the return value must depend on the service response object."
google_gemini-3.1-pro-preview,service_client,task_005_gazebo,test_multiple_service_calls_use_response,FAILED,C3,"The generated code does not use the response object from spawn_sdf_model_client in its return logic, failing to properly propagate service response success status for all service calls."
google_gemini-3.1-pro-preview,service_client,task_005_gazebo,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The generated code is empty ('NO CODE GENERATED OR PARSE FAILED'), which is a critical hard error that the oracle marked as SUCCESS, missing the failure."
google_gemini-3.1-pro-preview,service_client,task_006_gazebo_set_get_state,test_02_service_client_type_and_name,FAILED,A1,"No code was generated or parsing failed, so the file lacks the required create_client<gazebo_msgs::srv::SetModelState> pattern."
google_gemini-3.1-pro-preview,service_client,task_006_gazebo_set_get_state,test_04_request_assigns_all_model_state_fields,FAILED,A1,"No code was generated or parsing failed, so the file lacks all required patterns including the model_state field assignments."
google_gemini-3.1-pro-preview,service_client,task_006_gazebo_set_get_state,test_05_full_service_call_chain_success_and_failure_handling,FAILED,A1,"No code was generated or parsing failed, so the file lacks the required non-SUCCESS handling pattern (and likely all other expected content), causing a compilation/parse-level failure."
google_gemini-3.1-pro-preview,service_client,task_006_gazebo_set_get_state,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The generated code is empty ('NO CODE GENERATED OR PARSE FAILED'), which is a critical hard error that should not pass any meaningful test, indicating the oracle failed to catch this."
google_gemini-3.1-pro-preview,service_client,task_007_navigation_make_plan,test_03_requestmap_has_mutex_lock_guard,FAILED,E2,"No code was generated, so the file is missing/empty causing all tests to fail; this is a critical hard error in the generation pipeline."
google_gemini-3.1-pro-preview,service_client,task_007_navigation_make_plan,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"No code was generated or parsing failed, yet the oracle reported SUCCESS, which is a clear missed hard error."
google_gemini-3.1-pro-preview,service_client,task_008_clear_costmaps,test_equivalence_reset_distance_is_expressed,FAILED,E2,"The generated code is empty ('NO CODE GENERATED OR PARSE FAILED'), which is a critical hard error preventing any compilation or functionality."
google_gemini-3.1-pro-preview,service_client,task_008_clear_costmaps,test_equivalence_layer_names_semantics_obstacles_static_map,FAILED,E2,"No code was generated or parsing failed, which is a critical hard error preventing any functionality."
google_gemini-3.1-pro-preview,service_client,task_008_clear_costmaps,test_equivalence_gates_both_obstacles_and_static_map,FAILED,E2,"No code was generated or parsing failed, which is a critical hard error preventing any compilation or execution."
google_gemini-3.1-pro-preview,service_client,task_008_clear_costmaps,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The generated code is empty ('NO CODE GENERATED OR PARSE FAILED'), which is a critical hard error that would fail compilation, yet the oracle reported SUCCESS."
google_gemini-3.1-pro-preview,service_client,task_009_moveit_planning_scene,test_category_3_minimal_diff_hygiene_reset_and_not_keep_in_world,FAILED,A1,"No code was generated or parsing failed, so the file is missing/empty and cannot satisfy any oracle pattern checks."
google_gemini-3.1-pro-preview,service_client,task_009_moveit_planning_scene,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The generated code is empty ('NO CODE GENERATED OR PARSE FAILED'), which is a critical hard error that the oracle test failed to catch as SUCCESS."
google_gemini-3.1-pro-preview,service_client,task_010_controller_manager,test_start_stop_controllers_semantics,FAILED,C3,"The generated code uses a synchronous wrapper helper instead of the required call_async/spin_until_future_complete idiom, failing the semantic check for async service invocation."
google_gemini-3.1-pro-preview,service_client,task_010_controller_manager,test_list_controllers_semantics,FAILED,A1,"The generated code was empty or failed to parse, so no valid ROS 2 migration code exists to satisfy the test requirements."
google_gemini-3.1-pro-preview,service_client,task_010_controller_manager,test_reload_libraries_semantics,FAILED,C3,"The generated reload_libraries function fails to include LoadController service usage required for the restore semantics, indicating an incomplete behavioral migration of the original ROS 1 logic."
google_gemini-3.1-pro-preview,service_client,task_010_controller_manager,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"No code was generated or parsing failed, which is a critical hard error that the oracle test failed to catch as it reported SUCCESS."
google_gemini-3.1-pro-preview,service_client,task_011_robot_services,test_target_camera_driver_is_referenced,FAILED,C3,"The generated code omits the required 'head_camera/driver' namespace reference, losing semantic target preservation from the original ROS 1 code."
google_gemini-3.1-pro-preview,service_client,task_011_robot_services,test_init_sets_up_configuration_interface,FAILED,E1,"The code uses class inheritance from Node (super().__init__()), which is functionally correct for ROS2, but the oracle test rigidly requires the literal pattern 'Node(' or 'create_node(' in __init__."
google_gemini-3.1-pro-preview,service_client,task_011_robot_services,test_disable_auto_sets_both_flags_false,FAILED,C3,"The disable_auto function delegates to a helper _set_auto_params(False) instead of directly referencing 'auto_exposure' and 'auto_white_balance' within its block, failing the oracle's textual inspection of the function body."
google_gemini-3.1-pro-preview,service_client,task_011_robot_services,test_enable_auto_sets_both_flags_true,FAILED,C3,"The enable_auto function only logs a message but does not actually set the auto_exposure and auto_white_balance parameters, failing the semantic behavior expected by the test."
google_gemini-3.1-pro-preview,service_client,task_011_robot_services,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The generated code is empty ('NO CODE GENERATED OR PARSE FAILED'), which is a critical hard error that should have failed all tests but the oracle reported SUCCESS."
google_gemini-3.1-pro-preview,parameter_server,task_001_basic_param,test_no_ros1_master_xmlrpc,FAILED,A1,"No code was generated or parsing failed, leaving the original ROS 1 code unchanged, which fails the basic rclcpp requirement check."
google_gemini-3.1-pro-preview,parameter_server,task_001_basic_param,test_has_cache_map_and_subscribed_set,FAILED,B1,"The generated code retained ROS 1 APIs like XMLRPCManager and did not introduce a ROS 2 subscribed key set, indicating legacy ROS 1 API was not replaced."
google_gemini-3.1-pro-preview,parameter_server,task_001_basic_param,test_parameter_event_subscription_is_real,FAILED,A1,"No code was generated (parse failure), so the original ROS 1 code remained unchanged and lacks any ROS 2 parameter event mechanism."
google_gemini-3.1-pro-preview,parameter_server,task_001_basic_param,test_getImpl_has_cache_hit_shortcut_and_subscribe_on_miss,FAILED,B1,"The getImpl function still uses ROS 1 APIs (ros::names, ros::master::execute) instead of being migrated to ROS 2 parameter client APIs, indicating legacy ROS 1 API was not replaced."
google_gemini-3.1-pro-preview,parameter_server,task_001_basic_param,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"No code was generated or parsing failed, which is a critical hard error that the oracle test failed to catch as SUCCESS."
google_gemini-3.1-pro-preview,parameter_server,task_002_dynamic_robot_configuration,test_type_strictness_casting,FAILED,E1,"The test rigidly requires assigning declare_parameter's return value to a variable inline, but the generated code likely uses declare_parameter and get_parameter separately, which is functionally correct ROS 2 style."
google_gemini-3.1-pro-preview,parameter_server,task_002_dynamic_robot_configuration,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The generated code is empty ('NO CODE GENERATED OR PARSE FAILED'), which is a critical hard error that would fail compilation, yet the oracle reported SUCCESS."
google_gemini-3.1-pro-preview,parameter_server,task_003_Mobile_robot_control,OVERALL_CODE_CHECK,SUCCESS,E2,"The generated code is empty ('NO CODE GENERATED OR PARSE FAILED'), which should fail all tests, but the oracle reported SUCCESS, indicating a missed hard error."
google_gemini-3.1-pro-preview,parameter_server,task_004_turtlrbot3_params,OVERALL_CODE_CHECK,SUCCESS,E2,"The generated code is empty ('NO CODE GENERATED OR PARSE FAILED'), which would fail compilation and all functional tests, but the oracle reported SUCCESS, indicating a missed hard error."
google_gemini-3.1-pro-preview,parameter_server,task_005_laser_scan_filter_params,test_qos_and_topics,FAILED,C3,"The generated code is missing the 'output' topic name in the publisher creation, indicating a semantic/behavioral error where the required publisher topic was not properly preserved during migration."
google_gemini-3.1-pro-preview,parameter_server,task_005_laser_scan_filter_params,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"No code was generated or parsing failed, yet the oracle reported SUCCESS, missing a critical hard error."
google_gemini-3.1-pro-preview,parameter_server,task_006_dynamic_param_rqt_reconfigure,OVERALL_CODE_CHECK,SUCCESS,E2,"The generated code is empty ('NO CODE GENERATED OR PARSE FAILED'), which cannot possibly satisfy the oracle's assertions; the test must have been skipped or misreported as success."
google_gemini-3.1-pro-preview,parameter_server,task_007_navigation_stack_config,test_min_max_constraint_logic,FAILED,E1,"The code does compare min/max particles using temp variables (temp_min > temp_max), which is functionally correct, but the oracle's rigid regex requires the literal strings 'min_particles' and 'max_particles' to appear adjacent in the comparison expression."
google_gemini-3.1-pro-preview,parameter_server,task_007_navigation_stack_config,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The code has critical hard errors: many member variables (e.g., global_frame_id_, base_frame_id_, pf_err_, pf_z_, d_thresh_, alpha1_-5_, laser_model_type_, etc.) are declared but never initialized/declared as parameters, and publishers/subscribers/services/tf objects (pose_pub_, particlecloud_pub_, tfb_, tf_, tfl_, map_sub_, etc.) are never instantiated, which will cause null pointer crashes at runtime."
google_gemini-3.1-pro-preview,parameter_server,task_008_gazebo_sim_param,test_multicamera_suffix_preservation,FAILED,C3,"The generated code omits the critical '_camera_name_suffix' appending logic required for Multicamera plugins, representing a semantic/behavioral error in the migration."
google_gemini-3.1-pro-preview,parameter_server,task_008_gazebo_sim_param,test_standard_library_pointer_migration,FAILED,C3,"The generated code failed to migrate boost::shared_ptr to std::shared_ptr/unique_ptr, representing an incomplete semantic migration of standard library pointer usage."
google_gemini-3.1-pro-preview,parameter_server,task_008_gazebo_sim_param,test_time_source_logic,FAILED,C3,"The generated code does not use the ROS 2 Node's clock (now() / get_clock()->now()) for time stamping, missing the required simulation-time compatible time source."
google_gemini-3.1-pro-preview,parameter_server,task_008_gazebo_sim_param,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The generated code is empty or failed to parse, which would cause all tests to fail; the oracle reporting SUCCESS is a false negative missing this critical hard error."
